lat,lon,Power
36.1176616,-97.0871882,6.577499999999999
36.1179306,-97.087189,6.58375
36.1181988,-97.0871805,6.571250000000001
36.1184825,-97.0871935,6.578749999999999
36.1187434,-97.0872035,6.575
36.1190014,-97.0872022,6.581249999999999
36.1192578,-97.087212,6.57875
36.1195099,-97.0872153,6.574999999999999
36.1197474,-97.087212,6.5725
36.1199763,-97.0872227,6.5687500000000005
36.1201505,-97.0872266,6.5825000000000005
36.1203005,-97.0872305,6.57125
36.1203834,-97.0872081,6.58125
36.1203931,-97.087118,6.5649999999999995
36.1203443,-97.0868953,6.574999999999999
36.1203713,-97.0867538,6.571249999999999
36.1203914,-97.0865902,6.58125
36.1204052,-97.0864178,6.58375
36.1204502,-97.0862938,6.583749999999998
36.1204774,-97.0861982,6.582500000000001
36.1204742,-97.0861494,6.5737499999999995
36.1204739,-97.0861113,6.577500000000001
36.1204542,-97.0860676,6.578749999999999
36.1203621,-97.0860525,6.5725
36.1202406,-97.086048,6.5725
36.1200988,-97.0860844,6.58125
36.1199454,-97.0860969,6.579999999999999
36.1197819,-97.0860885,6.572500000000001
36.1196449,-97.0860887,6.5675
36.1195771,-97.0860465,6.572500000000001
36.1195202,-97.0860108,6.577500000000001
36.119488,-97.0859844,6.57375
36.1194884,-97.0859712,6.5875
36.1194795,-97.085968,6.5825000000000005
36.1194672,-97.085983,6.58
36.1194647,-97.0859888,6.581250000000001
36.1194723,-97.0860125,6.577500000000001
36.119415,-97.08597,6.57875
36.1193846,-97.0859331,6.584999999999999
36.1193571,-97.0858132,6.57375
36.1193692,-97.0855984,6.571249999999999
36.1193754,-97.0853979,6.585000000000001
36.1193803,-97.0851647,6.578749999999999
36.1193837,-97.0849299,6.5725
36.1193961,-97.084685,6.575000000000001
36.1193986,-97.0844157,6.58625
36.1194076,-97.0841501,6.57375
36.1194103,-97.0838725,6.56875
36.1194182,-97.0835983,6.57375
36.1194253,-97.0833362,6.581250000000001
36.1194282,-97.0830749,6.572500000000001
36.1194303,-97.0828155,6.5737499999999995
36.1194363,-97.0825514,6.5725
36.1194495,-97.0822953,6.582500000000001
36.1194569,-97.0820413,6.577500000000001
36.1194608,-97.081794,6.57625
36.1194588,-97.0815688,6.58
36.1194533,-97.0813792,6.58375
36.1194435,-97.0812394,6.58375
36.1194193,-97.0811167,6.57875
36.1193533,-97.0810812,6.577500000000001
36.1192538,-97.0810967,6.5775000000000015
36.1191374,-97.0810948,6.57625
36.1190323,-97.0811142,6.57625
36.1189259,-97.0811437,6.576250000000001
36.118819,-97.0811648,6.57
36.1186978,-97.0811864,6.574999999999999
36.1185376,-97.0811759,6.578749999999999
36.1183979,-97.081183,6.574999999999999
36.1182368,-97.081177,6.5775
36.1180916,-97.0811648,6.575
36.117954,-97.0811702,6.579999999999998
36.1178376,-97.081172,6.58125
36.1177846,-97.081169,6.581250000000001
36.1177729,-97.0811684,6.58375
36.1177369,-97.0811739,6.578749999999999
36.117651,-97.0811923,6.57
36.1175424,-97.0811918,6.576250000000001
36.1174204,-97.0812056,6.571250000000001
36.1172733,-97.0811995,6.5737499999999995
36.1171159,-97.0811984,6.584999999999999
36.1169478,-97.0812018,6.5825
36.116766,-97.0812032,6.57625
36.1165693,-97.0811815,6.5737499999999995
36.1163908,-97.0811613,6.583750000000001
36.1162324,-97.0811462,6.5825
36.1160876,-97.0811248,6.566249999999999
36.1159887,-97.0811056,6.576249999999999
36.1159412,-97.0811191,6.58
36.1159176,-97.0811147,6.57
36.1158747,-97.0811183,6.5775
36.1158457,-97.0811759,6.57375
36.1158384,-97.0812962,6.57
36.1158372,-97.0814467,6.57625
36.1158353,-97.0816308,6.58
36.1158339,-97.0818663,6.566249999999999
36.1158437,-97.0821433,6.567499999999999
36.1158304,-97.0824166,6.581250000000001
36.1158403,-97.0827187,6.5775
36.1158464,-97.083023,6.577500000000001
36.1158384,-97.0833202,6.5825000000000005
36.115835,-97.0836249,6.5825
36.1158382,-97.0839106,6.58
36.1158502,-97.0841881,6.57
36.1158564,-97.0844392,6.568749999999999
36.1158612,-97.0846633,6.577500000000001
36.1158482,-97.084829,6.57625
36.1158676,-97.0849735,6.56875
36.1159231,-97.0850934,6.57375
36.1160098,-97.0851046,6.576249999999999
36.1161069,-97.0851132,6.585000000000001
36.1162112,-97.0851212,6.5737499999999995
36.1163361,-97.0851278,6.5775
36.1164529,-97.0851549,6.5737499999999995
36.1165928,-97.0851401,6.5687500000000005
36.1167567,-97.0851446,6.57125
36.1169256,-97.0851221,6.5725
36.1170836,-97.0851134,6.57625
36.1172471,-97.085092,6.5775
36.1173727,-97.0850913,6.579999999999999
36.1175103,-97.0850922,6.58
36.1176404,-97.0851297,6.569999999999999
36.1177668,-97.0851973,6.5725
36.1178919,-97.0852777,6.5725
36.1180179,-97.0853696,6.57125
36.1181248,-97.0854361,6.5775
36.118222,-97.0855206,6.57875
36.1183305,-97.0856316,6.575
36.1184208,-97.0857137,6.574999999999999
36.1184983,-97.0857848,6.57
36.1185585,-97.0858757,6.58
36.1185811,-97.0858452,6.58125
36.1186061,-97.0858146,6.571249999999999
36.118607,-97.0857041,6.58
36.1186018,-97.0855411,6.57625
36.1185722,-97.0853303,6.5862500000000015
36.1185721,-97.0851389,6.581250000000001
36.1185712,-97.0849432,6.572499999999999
36.118563,-97.0847405,6.569999999999999
36.118561,-97.0845341,6.57625
36.1185551,-97.0843255,6.5825
36.1185491,-97.0841237,6.57375
36.1185467,-97.0839357,6.56625
36.1185476,-97.0837713,6.5737499999999995
36.1185534,-97.0836571,6.582500000000001
36.1185971,-97.083641,6.57875
36.1185931,-97.0835969,6.5725
36.1185825,-97.0835407,6.570000000000001
36.1185559,-97.0834646,6.578749999999999
36.1185072,-97.0834253,6.58125
36.1184337,-97.0834054,6.5649999999999995
36.1183616,-97.0834054,6.58375
36.1182857,-97.0834229,6.578749999999999
36.1182101,-97.0834321,6.5737499999999995
36.1181173,-97.0834209,6.583750000000002
36.1180166,-97.0834117,6.5775
36.1179026,-97.0834139,6.5775
36.1177986,-97.0834236,6.58125
36.1176906,-97.0834652,6.575000000000001
36.1175601,-97.0834877,6.575
36.1174171,-97.0834905,6.5825
36.1172729,-97.0834878,6.57125
36.117142,-97.0835012,6.5787499999999985
36.1169995,-97.0834948,6.575
36.1168428,-97.0834865,6.572500000000001
36.1166811,-97.0834786,6.577500000000001
36.1165419,-97.0834789,6.58125
36.1164029,-97.0834826,6.572500000000001
36.1162632,-97.0834938,6.577500000000001
36.1161558,-97.0834875,6.5775
36.1160826,-97.0834738,6.57375
36.1160614,-97.0834821,6.57
36.1160416,-97.0834639,6.57125
36.1160239,-97.0834466,6.58
36.1160157,-97.0834404,6.5825000000000005
36.1160057,-97.0834309,6.57875
36.115982,-97.0834309,6.577499999999999
36.1159258,-97.0833906,6.569999999999999
36.1158951,-97.0833321,6.5625
36.1158659,-97.0831921,6.581249999999999
36.1158321,-97.0829414,6.57875
36.1158234,-97.0827346,6.581250000000001
36.1158251,-97.0824976,6.569999999999999
36.115835,-97.0822519,6.5725
36.1158361,-97.0819911,6.57875
36.115827,-97.081728,6.574999999999999
36.1158263,-97.0814704,6.58125
36.1158125,-97.0812102,6.568750000000001
36.115802,-97.0809724,6.577499999999999
36.1158086,-97.0807846,6.58125
36.1158147,-97.0806247,6.575000000000001
36.1157699,-97.0805011,6.577500000000001
36.1156698,-97.0804828,6.58125
36.1155563,-97.0805005,6.5825000000000005
36.1154396,-97.0804867,6.57375
36.1153086,-97.0804979,6.57875
36.1151754,-97.0804981,6.57625
36.1150203,-97.0804922,6.57
36.1148576,-97.0804948,6.574999999999999
36.1146852,-97.0805042,6.571250000000001
36.1145188,-97.0805067,6.570000000000001
36.1143658,-97.0805347,6.575
36.1141946,-97.0805388,6.568749999999999
36.114023,-97.0805306,6.5649999999999995
36.1138557,-97.0805323,6.5725
36.1136859,-97.0805408,6.580000000000002
36.1135234,-97.0805429,6.584999999999999
36.1133628,-97.080539,6.575
36.1131941,-97.0805111,6.5675
36.1130303,-97.0804674,6.57625
36.1128987,-97.0804729,6.5775
36.1127541,-97.0804726,6.57625
36.1126164,-97.0804912,6.577499999999999
36.112504,-97.0805024,6.58375
36.1124225,-97.0805112,6.566249999999999
36.1123763,-97.0805122,6.5737499999999995
36.1123513,-97.080515,6.571249999999998
36.1123214,-97.0805388,6.5775
36.1122797,-97.0805641,6.57375
36.1122664,-97.080646,6.584999999999999
36.1122629,-97.080785,6.57625
36.1122784,-97.0809588,6.5874999999999995
36.112264,-97.0811576,6.576249999999999
36.1122672,-97.081386,6.578749999999999
36.1122762,-97.0816047,6.567500000000001
36.1122619,-97.0818423,6.574999999999999
36.1122742,-97.0820789,6.577500000000001
36.1122737,-97.0823121,6.570000000000001
36.1122705,-97.0825497,6.5649999999999995
36.1122677,-97.0827925,6.57625
36.1122703,-97.0830309,6.5775
36.1122717,-97.0832803,6.580000000000001
36.1122733,-97.083526,6.575
36.1122692,-97.0837886,6.572500000000001
36.1122577,-97.0840245,6.5625
36.1122447,-97.084261,6.57
36.1122378,-97.084483,6.574999999999999
36.1122301,-97.0846684,6.575000000000001
36.1122225,-97.0848197,6.581250000000001
36.1122245,-97.0849205,6.574999999999999
36.1122505,-97.0850057,6.5675
36.1123049,-97.0850473,6.573750000000001
36.1123769,-97.0850522,6.58375
36.1125124,-97.0850647,6.5725
36.1126832,-97.0850194,6.575
36.1128591,-97.0850168,6.5675
36.1130135,-97.0850243,6.5875
36.1131749,-97.0850376,6.577500000000001
36.1133544,-97.0850353,6.588749999999999
36.1135062,-97.0850381,6.574999999999999
36.1136765,-97.0850496,6.581249999999999
36.1138348,-97.0850689,6.579999999999999
36.1140002,-97.0850986,6.571249999999999
36.114157,-97.0851323,6.56875
36.1142905,-97.0851358,6.571250000000001
36.1144101,-97.0851729,6.579999999999999
36.1144918,-97.0851538,6.572500000000001
36.1145825,-97.0851808,6.574999999999999
36.1146714,-97.0851713,6.5725
36.1147793,-97.0851609,6.57625
36.1148774,-97.0851458,6.5725
36.1149749,-97.0851222,6.583749999999999
36.1150709,-97.0850888,6.57
36.1152347,-97.0851053,6.578749999999999
36.1153802,-97.0850791,6.576249999999999
36.1155108,-97.0850646,6.581250000000001
36.115625,-97.0850443,6.57
36.1156981,-97.0850453,6.57875
36.1157516,-97.0850603,6.576249999999999
36.1157905,-97.085117,6.57375
36.1158252,-97.0851091,6.580000000000001
36.1159162,-97.0851262,6.58625
36.1160033,-97.0851159,6.57125
36.1161039,-97.0851201,6.57375
36.1162074,-97.0851059,6.577500000000001
36.1162935,-97.0851105,6.57375
36.1163563,-97.0851191,6.5649999999999995
36.1163897,-97.0851372,6.58
36.1164232,-97.0851739,6.58
36.1164528,-97.0852028,6.5725
36.1164495,-97.0852069,6.57625
36.1164446,-97.0851912,6.5737499999999995
36.1164281,-97.0851599,6.5725
36.1164115,-97.0851064,6.57375
36.1163866,-97.0850806,6.575000000000001
36.1163756,-97.0850657,6.57125
